word,mean_RT_ms,mean_accuracy,length,log_frequency,AoA,OLD20,concreteness,contextual_diversity,OLD20F,orthographic_neighbourhood_n,mean_D_Zscore,n_rows,n_subjects
input,837.0,0.94,5,2.184691431,10.67,2.15,2.5,2.123851641,7.564,0,-0.463,3,3
inquest,1412.333,0.6,7,1.62324929,12.74,2.6,,1.431363764,7.064,0,1.205,3,3
inquire,680.5,0.94,7,1.939519253,10.4,2.25,2.38,1.875061263,7.023,1,-0.484,4,4
inquirer,883.0,0.82,8,0.301029996,10.72,2.7,2.85,0.301029996,7.416,3,0.198,2,2
inquiry,765.5,1,7,2.252853031,11.37,2.65,2.7,2.130333768,7.027,1,-0.212,2,2
inquisition,1095.0,0.88,11,1.361727836,12.5,3.35,2.17,1.322219295,6.487,0,0.34,1,1
inquisitive,897.0,0.88,11,1.716003344,12.12,3.6,1.83,1.698970004,6.14,0,0.245,2,2
inquisitor,1043.667,0.88,10,1.380211242,12.83,3.8,3.21,0.84509804,6.446,0,1.451,3,3
insane,717.0,0.97,6,3.295347148,7.96,2.05,1.77,3.137670537,7.197,0,-0.572,1,1
insanitary,1183.0,0.85,10,0.301029996,10.93,3.7,,0.301029996,6.82,0,1.428,2,2
insanity,1158.0,0.94,8,2.593286067,7.33,2.7,2.34,2.459392488,6.456,0,1.041,3,3
insatiable,940.0,0.75,10,1.707570176,13.39,3.35,1.81,1.672097858,5.485,1,0.573,2,2
inscribe,989.5,0.85,8,1,10.11,2.75,3.31,1,6.942,0,0.527,2,2
inscription,964.0,0.88,11,1.944482672,11.53,3.05,4.15,1.755874856,6.452,0,0.196,1,1
inscrutable,2302.0,0.87,11,1.397940009,13.12,3.95,1.74,1.380211242,5.316,1,3.928,2,2
insect,969.5,0.97,6,2.209515015,4.75,1.7,4.89,2.041392685,6.777,3,0.203,2,2
insecticide,794.0,0.72,11,1.447158031,11.06,4.35,4.44,1.322219295,5.855,0,0.422,4,4
insectivore,1627.0,0.14,11,0.477121255,13.75,4.1,,0.477121255,6.959,0,1.074,1,1
insecure,1013.333,1,8,2.318063335,12.11,2.9,1.84,2.238046103,6.948,0,0.354,3,3
insecurity,722.5,0.94,10,1.748188027,9.74,3.6,1.52,1.707570176,6.59,0,-0.133,4,4
inseminate,1033.0,0.57,10,0.698970004,15.33,3.3,2.68,0.698970004,5.975,0,1.293,1,1
insemination,1330.0,0.85,12,1.51851394,13.84,3.4,3.63,1.361727836,6.495,0,1.858,1,1
insensible,983.0,0.88,10,0.698970004,13.5,3.3,1.52,0.698970004,6.221,1,0.943,3,3
insensitive,680.333,1,11,2.283301229,9.91,3.4,1.66,2.214843848,5.809,0,-0.504,3,3
insentient,975.5,0.59,10,0.301029996,15.27,3.3,1.56,0.301029996,7.13,0,0.568,2,2
inseparable,779.5,0.9,11,1.716003344,10.61,3.5,3.03,1.698970004,5.576,1,-0.256,2,2
insert,1036.0,0.97,6,2.152288344,8.2,1.75,2.57,2.071882007,7.424,2,-0.074,1,1
insertion,1129.5,1,9,1.51851394,9.58,2.4,2.56,1.361727836,7.324,0,0.992,2,2
inset,1075.0,0.84,5,0.301029996,12.37,1.75,2.8,0.301029996,7.329,2,0.085,1,1
inside,557.667,1,6,4.032457583,4.772365,1.85,3.67,3.682325619,6.993,1,-0.727,3,3
insider,683.333,0.94,7,1.568201724,11.67,2.5,3.07,1.491361694,7.279,1,-0.439,3,3
insidious,767.0,0.81,9,1.662757832,14.47,3.65,1.72,1.62324929,6.137,1,0.151,2,2
insight,575.25,1,7,2.158362492,10.95,2.65,1.72,2.075546961,7.917,0,-0.801,4,4
insignia,1097.0,0.76,8,1.62324929,11.94,3.5,4.27,1.544068044,7.207,0,0.599,2,2
insignificance,1404.0,1,14,0.602059991,10.72,5.85,1.73,0.602059991,5.77,0,1.605,3,3
insignificant,620.5,1,13,2.130333768,11.59,5.2,1.9,2.071882007,5.926,0,-0.314,2,2
insincere,1072.0,0.84,9,1.230448921,11.17,3.65,1.76,1.204119983,7.321,0,0.574,3,3
insincerity,862.0,0.74,11,0.477121255,11.94,4.35,1.56,0.477121255,6.651,0,0.738,2,2
insinuate,835.0,0.68,9,1.531478917,13.43,2.8,1.77,1.505149978,5.519,0,0.44,2,2
insinuation,1190.5,0.73,11,1.204119983,13.16,2.85,1.63,1.176091259,6.504,0,0.785,2,2
insist,628.5,0.97,6,2.959518377,8.33,1.95,2.14,2.876217841,7.376,0,-0.644,2,2
insistence,893.5,0.91,10,1.342422681,11.32,3.05,2.25,1.342422681,6.562,1,0.482,2,2
insistent,675.5,0.91,9,1.643452676,10.39,2.8,1.72,1.633468456,7.004,0,-0.594,2,2
insole,748.5,0.78,6,0.477121255,12.21,2.15,4.11,0.477121255,7.116,0,-0.027,2,2
insolence,1184.0,0.85,9,1.662757832,14.11,2.8,1.8,1.633468456,6.321,1,0.476,3,3
insolent,944.5,0.74,8,1.792391689,13.47,2.6,1.73,1.73239376,6.515,1,0.695,2,2
insoluble,554.0,0.97,9,0.903089987,12.78,3.5,2.63,0.903089987,5.867,0,-0.274,1,1
insolvent,652.0,0.81,9,0.602059991,14.32,2.85,2.15,0.602059991,6.659,0,-0.273,2,2
insomnia,700.333,0.94,8,1.949390007,13.05,3.65,2.68,1.86923172,6.163,0,-0.754,3,3
insomniac,1073.0,0.88,9,1.230448921,11.55,3.75,3.1,1.204119983,6.171,0,0.686,1,1
inspect,648.0,0.97,7,2.117271296,8.21,2.35,3.31,2.049218023,6.998,0,-1.188,1,1
inspection,1007.0,0.94,10,2.478566496,8.47,2.6,3.12,2.326335861,7.003,0,-0.122,2,2
inspector,678.25,0.97,9,3.051152522,8.84,3.15,4.62,2.463892989,7.177,0,-0.459,4,4
inspiration,751.0,0.97,11,2.559906625,10.67,2.7,2.18,2.462397998,6.672,0,-0.412,3,3
inspirational,1137.333,0.97,13,1.799340549,10.26,4.05,1.56,1.740362689,6.806,0,0.744,3,3
inspire,860.0,0.97,7,2.298853076,8.11,2.4,1.74,2.220108088,6.657,0,0.173,2,2
instability,1081.5,0.97,11,1.72427587,12.55,3.5,2,1.643452676,5.931,0,0.137,2,2
install,462.0,1,7,2.1430148,10.14,2.7,3.19,2.045322979,7.155,0,-0.694,4,4
installation,952.0,1,12,1.86332286,10.21,3.45,3.71,1.748188027,6.689,1,0.499,3,3
instance,805.0,1,8,2.932980822,9.568015,2.4,1.97,2.828015064,6.947,1,0.133,3,3
instant,552.0,1,7,2.741151599,7.05,2.35,2.7,2.654176542,7.131,0,-0.698,2,2
instantaneous,798.0,0.85,13,1.505149978,11.89,5.7,2.28,1.447158031,6.138,0,-0.02,4,4
instantly,1036.5,0.91,9,2.367355921,7.543185,3,2.44,2.326335861,6.094,0,-0.495,2,2
instate,1317.5,0.91,7,0.477121255,11.81,2.05,,0.477121255,6.933,0,0.872,2,2
instead,587.667,0.94,7,3.606811147,6.679968,2.8,1.48,3.450710878,6.766,0,-0.676,3,3
instigate,958.0,0.79,9,1.041392685,12.44,2.65,1.79,1.041392685,6.346,0,0.853,1,1
instigation,882.0,0.76,11,0.77815125,12.47,2.6,1.67,0.77815125,6.768,0,0.472,1,1
instigator,1848.0,0.79,10,1.079181246,13.06,3.3,2.83,1.041392685,6.634,0,3.394,1,1
instinct,674.5,0.94,8,2.592176757,10.65,2.6,2,2.506505032,7.146,0,-0.642,2,2
instinctive,791.667,0.97,11,1.342422681,11.58,3.45,1.56,1.322219295,6.934,0,0.211,3,3
instinctual,1455.0,0.87,11,1.041392685,12.21,4.55,1.56,1.041392685,6.905,0,1.296,2,2
institute,616.0,1,9,2.222716471,10.11,2.65,3.41,2.093421685,6.779,0,-0.616,2,2
institution,736.5,0.97,11,2.598790507,10.05,2.55,3.33,2.50242712,7.005,0,0.008,2,2
institutional,653.0,0.97,13,1.255272505,11.16,3.6,2.34,1.204119983,6.569,0,-0.237,2,2
institutionalization,820.6,1,20,0.301029996,13.44,7,2.35,0.301029996,4.862,0,0.384,5,5
instruct,632.0,0.91,8,1.934498451,9,2.6,2.48,1.886490725,7.021,0,-0.556,2,2
instruction,485.0,0.97,11,2.017033339,7.47,2.55,3.37,1.968482949,7.272,0,-0.675,1,1
instructional,927.5,1,13,1,11.3,3.75,2.83,0.903089987,6.884,0,-0.087,2,2
instructive,650.5,0.97,11,1.361727836,10.53,2.9,1.74,1.301029996,7.377,0,-0.373,2,2
instructor,921.667,1,10,2.382017043,8.19,3.05,4.26,2.220108088,6.966,0,-0.46,3,3
instrument,768.75,0.94,10,2.617000341,6.94,3.4,4.27,2.496929648,5.95,0,-0.133,4,4
instrumental,1032.5,0.97,12,1.897627091,8.94,4.1,2.89,1.799340549,6.452,0,0.567,2,2
instrumentation,673.0,0.86,15,1.041392685,13.05,4.75,2.53,0.903089987,6.739,0,-0.018,3,3
insubordinate,1336.5,0.85,13,1.301029996,13.06,4.75,2.17,1.301029996,5.536,0,1.693,2,2
insubordination,1385.0,0.81,15,1.812913357,12.12,5.15,1.84,1.740362689,5.633,0,2.927,2,2
insufferable,1081.0,0.88,12,1.698970004,11.89,4.25,1.54,1.653212514,5.311,1,0.995,1,1
insufficient,785.0,1,12,1.740362689,10.22,4.4,1.75,1.72427587,6.496,0,-0.2,2,2
insulate,564.5,0.94,8,1.176091259,11,2.3,2.96,1.113943352,6.319,0,-0.613,2,2
insulation,2333.5,0.88,10,1.716003344,10.21,2.65,4.33,1.643452676,6.555,0,1.514,2,2
insulator,982.0,0.91,9,0.477121255,11.16,2.8,3.93,0.477121255,6.595,0,0.608,3,3
insulin,803.75,0.91,7,2.033423755,11.32,2.75,4.37,1.755874856,6.584,0,-0.109,4,4
insult,588.5,1,6,2.806179974,8.63,2.15,2.79,2.729974286,7.074,0,-0.855,2,2
insulting,713.0,0.97,9,2.439332694,8.5,2.6,2.29,2.394451681,6.771,0,-0.584,1,1
insupportable,897.0,0.88,13,0.602059991,12.44,4.65,1.88,0.602059991,5.421,1,0.219,1,1
insurance,652.5,0.97,9,3.29136885,11.4,2.7,2.86,3.011147361,6.618,0,-0.554,2,2
insure,624.333,0.91,6,1.740362689,10.59,1.7,2.41,1.716003344,7.069,4,-0.64,3,3
insurgence,2051.0,0.54,10,0.301029996,14.77,3.25,2.2,0.301029996,5.982,0,1.454,1,1
insurgent,1029.0,0.67,9,1.113943352,13.88,2.9,3.42,0.954242509,6.853,0,1.246,3,3
insurmountable,1566.0,0.62,14,1.176091259,13.06,5.4,1.72,1.079181246,4.683,1,1.501,1,1
insurrection,1063.0,0.88,12,1.301029996,12.88,3.5,,1.255272505,6.735,0,0.564,1,1
intact,1652.0,0.97,6,2.511883361,9.84,2.05,2.64,2.447158031,7.174,0,0.671,2,2
intake,733.667,0.94,6,1.826074803,12.84,2.15,3.34,1.77815125,7.264,0,-0.372,3,3
intangible,701.667,0.88,10,1.447158031,12.06,3.2,1.3,1.322219295,5.684,1,0.049,3,3
integral,829.0,1,8,1.579783597,14.33,2.75,2.03,1.579783597,7.565,0,0.166,2,2
integrate,899.0,1,9,1.612783857,11.47,2.6,2.08,1.505149978,6.527,0,0.395,2,2
integration,976.0,0.97,11,1.531478917,11.21,2.85,1.89,1.301029996,6.631,0,0.654,2,2
integrity,758.667,0.91,9,2.565847819,10.72,3.1,1.44,2.457881897,6.869,0,-0.406,3,3
intellect,488.0,0.91,9,2.041392685,10.68,3.2,2.36,1.995635195,6.83,0,-0.66,1,1
intellectual,665.5,0.97,12,2.371067862,10.9,4.35,1.81,2.276461804,5.533,0,-0.288,2,2
intellectuality,1053.0,0.93,15,0.301029996,11.81,6.1,1.89,0.301029996,5.464,0,1.024,2,2
intelligence,991.667,0.97,12,2.992995098,8.56,4.3,2.24,2.812244697,5.712,0,0.253,3,3
intelligible,856.667,0.97,12,0.602059991,11,4,2.21,0.602059991,5.68,1,0.246,3,3
intemperate,599.5,0.48,11,0.77815125,16.46,3.65,,0.698970004,6.028,0,-0.393,2,2
intend,658.5,1,6,3.073351702,8.94,1.9,1.71,2.953276337,7.112,1,-0.525,4,4
intense,696.667,1,7,2.716837723,9.67,2.3,2.41,2.631443769,7.231,1,-0.706,3,3
intensifier,1912.0,0.84,11,0.602059991,13.56,3.65,2.31,0.602059991,6.297,2,1.718,1,1
intensify,575.0,0.97,9,1.113943352,13,3.05,2.25,1.079181246,6.754,1,-0.511,1,1
intensity,541.0,0.97,9,2.10720997,11.26,2.7,2.14,2.004321374,6.81,1,-0.956,2,2
intensive,596.0,0.94,9,2.053078443,12.95,2.6,2.33,1.991226076,6.827,0,-0.362,4,4
intent,727.0,0.97,6,2.457881897,9.37,1.85,1.52,2.374748346,7.431,3,-0.232,3,3
intention,1386.333,0.97,9,2.748188027,9.42,2.05,1.7,2.6599162,7.348,1,0.786,3,3
intentional,1136.333,1,11,1.880813592,8.74,3.3,2.1,1.826074803,7.094,0,0.299,3,3
inter,1734.0,0.67,5,1.278753601,11.73,1.7,2.22,1.230448921,7.587,3,1.311,1,1
interact,714.0,1,8,1.86923172,9.58,2.4,2.88,1.812913357,6.986,0,-0.248,3,3
interaction,656.75,1,11,1.785329835,9.42,2.55,2.74,1.763427994,7.111,0,-0.159,4,4
interactive,650.5,0.97,11,1.462397998,10.84,3.15,2.5,1.462397998,6.509,0,-0.418,2,2
intercede,1122.5,0.64,9,1.414973348,12.78,2.65,2.07,1.414973348,6.227,0,0.911,2,2
interception,1198.5,1,12,1.477121255,9.5,2.9,2.7,1.322219295,6.853,0,0.729,2,2
interceptor,797.25,0.85,11,1.113943352,11.11,3.6,3.59,1.041392685,6.927,0,0.102,4,4
interchange,798.0,1,11,1.204119983,9.94,3.95,2.89,1.113943352,6.252,0,-0.007,3,3
interchangeable,1444.333,0.97,15,1.322219295,10.16,5.8,2.03,1.204119983,5.135,1,2.205,3,3
intercollegiate,1559.5,0.93,15,0.698970004,15.14,6.2,2.96,0.698970004,5.417,0,1.635,2,2
intercom,628.0,0.91,8,2.033423755,8.79,2.8,4.67,1.84509804,6.704,0,-0.303,2,2
interconnectedness,1386.0,0.71,18,0.698970004,13.28,7.636,1.78,0.698970004,4.291,0,1.099,1,1
intercontinental,1300.0,1,16,0.84509804,11.94,6.35,3.21,0.84509804,6.242,0,1.819,2,2
intercourse,3385.0,1,11,2.28780173,11.72,3.75,3.93,2.089905111,5.412,0,5.215,1,1
interdependent,1231.75,0.97,14,0.301029996,12.84,5.35,1.96,0.301029996,6.681,0,1.3,4,4
interdict,421.0,0.54,9,0.698970004,14.75,2.85,,0.698970004,7.328,0,-1.16,1,1
interdiction,2231.0,0.75,12,0.77815125,14.71,3.3,,0.698970004,6.476,0,4.031,1,1
interdisciplinary,1460.0,0.94,17,0.301029996,14.69,7.778,1.93,0.301029996,6.042,0,0.752,1,1
interest,733.667,1,8,3.41480628,7.37,2.4,1.8,3.262213705,7.108,0,-0.026,3,3
interested,736.6,1,10,3.640978057,8.83,2.7,2.19,3.426511261,6.689,0,-0.279,5,5
interesting,978.0,1,11,3.645618738,6.95,2.85,1.6,3.439963936,6.442,0,0.259,1,1
interface,839.667,1,9,1.892094603,12.85,2.65,2.81,1.748188027,6.351,1,-0.106,3,3
interfaith,1407.0,0.91,10,0.84509804,14.87,3.75,1.92,0.602059991,7.024,0,1.251,2,2
interfere,1034.667,0.97,9,2.687528961,10.44,2.65,2.59,2.619093331,6.521,0,0.217,3,3
interference,1241.0,0.97,12,2.376576957,10.28,3.6,2.93,2.31386722,6.95,0,0.954,2,2
interim,951.0,0.81,7,1.556302501,13.41,2.65,2.5,1.477121255,7.327,0,0.645,2,2
interior,816.0,1,8,2.428134794,9.32,2.4,3.59,2.344392274,6.983,2,-0.35,2,2
interject,732.5,0.94,9,1.380211242,11.68,2.5,2,1.380211242,6.635,1,-0.371,2,2
interjection,901.5,0.88,12,0.602059991,13.5,2.8,2.47,0.602059991,6.809,1,0.521,2,2
interlace,809.0,0.88,9,0.477121255,12.61,2.5,3.44,0.477121255,6.429,1,-0.077,2,2
interlock,718.0,0.97,9,1.278753601,11.06,2.95,3.2,1.204119983,6.538,0,-0.22,2,2
interlocking,600.0,0.97,12,1.079181246,8.89,3.8,3.18,1.079181246,6.15,0,-0.462,2,2
interlude,579.0,0.88,9,1.361727836,11.56,2.7,2.04,1.301029996,6.073,0,-0.408,1,1
intermarry,891.0,0.55,10,0.301029996,12.79,3.9,2.43,0.301029996,6.809,0,2.64,1,1
intermediary,1018.0,0.91,12,1.255272505,13.76,4.65,2.07,1.204119983,5.816,0,1.365,2,2
intermediate,1168.0,0.97,12,1.380211242,8.61,3.9,1.93,1.230448921,5.924,0,1.847,2,2
interment,692.0,0.45,9,0.84509804,14.06,2.7,,0.84509804,6.599,0,-0.228,1,1
interminable,1018.0,0.79,12,1.230448921,16.23,3.65,,1.204119983,5.62,1,0.809,2,2
intermingle,1262.667,1,11,0.77815125,12.78,3.9,2.56,0.77815125,6.085,0,1.12,3,3
intermission,693.0,1,12,1.84509804,10.89,3.85,2.85,1.763427994,6.454,0,-0.187,3,3
intermittent,666.5,0.9,12,1.462397998,13,4.85,2.61,1.397940009,6.651,0,-0.644,2,2
intermix,1304.25,0.71,8,0.954242509,11.76,3,2.42,0.602059991,6.818,1,1.962,4,4
intern,898.5,1,6,2.367355921,14,1.9,3.86,2.152288344,7.67,1,0.015,4,4
internal,758.5,0.94,8,2.701567985,10.39,2.25,2.41,2.583198774,7.334,2,-0.425,2,2
internalize,629.0,0.91,11,0.698970004,13.88,3.6,1.88,0.698970004,5.615,0,0.056,1,1
international,493.0,1,13,2.860936621,8.67,3.6,2.82,2.69019608,6.493,0,-0.372,1,1
internationalist,1052.667,1,16,0.477121255,14.8,4.5,2.76,0.477121255,5.756,1,1.359,3,3
interpenetrate,879.667,0.86,14,0.301029996,14,5.35,,0.301029996,6.183,0,1.487,3,3
interpersonal,959.0,1,13,1.176091259,15.21,5.1,2.36,1.146128036,6.445,0,0.351,2,2
interplay,745.0,1,9,0.698970004,11.25,3.25,2,0.698970004,6.346,0,-0.359,3,3
interpolation,1835.5,0.79,13,0.477121255,13.6,3.3,1.36,0.477121255,6.037,0,2.042,2,2
interpret,493.0,0.97,9,2.100370545,9.56,2.7,2.34,2.029383778,6.584,0,-0.558,2,2
interpretation,1034.5,1,14,2.117271296,10.17,3.55,1.4,2.049218023,6.021,0,0.12,4,4
interpretative,1254.0,0.97,14,0.301029996,12.72,4.25,1.84,0.301029996,6.024,0,1.637,2,2
interpretive,920.333,0.94,12,1.342422681,11.88,3.8,1.7,1.342422681,6.369,0,0.152,3,3
interracial,1011.0,0.94,11,1.146128036,12.15,3.7,2.93,1.079181246,6.859,1,1.364,2,2
interrelationship,1156.5,0.97,17,0.477121255,14.82,5.55,2.29,0.477121255,6.286,0,1.082,2,2
interrogate,757.0,0.91,11,1.995635195,11.44,3.4,2.48,1.913813852,6.021,0,0.13,1,1
interrogation,3084.0,0.9,13,2.462397998,10.67,3.3,3.33,2.326335861,6.096,0,5.779,2,2
interrogator,920.667,0.94,12,1.255272505,12.32,4.1,4,1.079181246,6.041,0,0.489,3,3
interrupt,623.0,1,9,2.980457892,6.94,3.2,3,2.929418926,6.858,0,-0.576,3,3
interruption,601.0,1,12,1.986771734,7.95,3.2,2.75,1.949390007,6.626,0,-0.361,2,2
intersect,1115.5,1,9,1.230448921,11.28,2.6,3.62,1.176091259,6.984,1,0.714,2,2
intersection,583.5,1,12,2.068185862,10.17,2.75,4.14,1.982271233,6.669,1,-0.329,2,2
interspecies,3152.0,0.75,12,0.602059991,13.59,4.2,2.42,0.602059991,6.12,0,2.627,1,1
intersperse,1217.0,0.64,11,0.301029996,14,3.65,2.23,0.301029996,6.704,0,0.655,1,1
interstate,1459.5,0.97,10,2.045322979,9.68,3.2,3.93,1.924279286,6.359,1,0.199,2,2
interstellar,1100.0,0.85,12,1.531478917,12.27,4.9,2.63,1.380211242,5.761,0,2.348,1,1
interstitial,1476.0,0.5,12,0.477121255,15,4.25,,0.477121255,6.357,0,1.735,1,1
interval,710.5,0.97,8,1.662757832,10.56,2.65,2.57,1.579783597,7.517,1,-0.288,2,2
intervene,2221.0,0.81,9,1.86332286,11.72,2.65,2.57,1.792391689,6.285,0,6.889,1,1
intervention,890.667,0.94,12,2.271841607,13.11,3.2,2.85,2.170261715,6.225,0,0.556,3,3
interview,968.667,1,9,3.177824972,10.53,2.75,3.36,2.911690159,6.425,0,1.018,3,3
interviewee,1483.0,0.36,11,0.698970004,11.79,3.05,3.89,0.698970004,6.5,2,2.361,1,1
interviewer,786.75,1,11,1.361727836,10.11,3,4.47,1.230448921,6.436,2,-0.021,4,4
interweave,669.5,0.66,10,0.301029996,11.35,3.55,2.34,0.301029996,6.421,1,-0.043,2,2
intimacy,765.667,0.97,8,2.225309282,12.58,3.45,1.96,2.123851641,6.852,0,-0.35,3,3
intimate,711.667,0.91,8,2.551449998,13.29,2.3,2.07,2.474216264,6.603,0,-0.213,3,3
intimidate,859.0,1,10,1.944482672,11.22,3.3,1.75,1.924279286,6.098,0,1.099,1,1
intimidation,824.0,0.94,12,1.462397998,9.95,3.35,2.11,1.447158031,6.098,0,0.136,2,2
into,723.25,1,4,4.634225286,6.520113,1.75,2.3,3.896360845,8.369,4,-0.28,4,4
intolerable,671.333,0.97,11,1.84509804,12.23,3.5,1.93,1.792391689,5.307,1,-0.166,3,3
intolerance,701.5,0.97,11,1.544068044,11.4,3.45,2,1.491361694,6.893,0,-0.374,2,2
intolerant,975.0,0.94,10,1.653212514,11,3.4,2.14,1.612783857,6.747,0,0.232,2,2
intone,872.5,0.48,6,0.301029996,12.71,2.05,,0.301029996,7.453,1,0.237,2,2
intoxicate,894.0,0.97,10,0.477121255,11.33,3.35,3,0.477121255,6.126,0,0.169,2,2
intoxicating,683.0,0.97,12,1.698970004,12.15,3.95,2.5,1.681241237,5.952,0,-0.24,2,2
intoxication,667.0,1,12,1.301029996,11.33,3.6,3,1.278753601,6.207,0,-0.09,3,3
intractable,864.0,0.94,11,0.84509804,12.43,3.7,,0.84509804,5.065,1,0.903,1,1
intramural,871.0,0.78,10,0.698970004,13,4.8,2.13,0.698970004,6.439,0,0.116,1,1
intransitive,1073.0,0.75,12,0.602059991,15.19,4.3,,0.602059991,6.34,0,1.409,1,1
intravenous,839.0,0.91,11,1.51851394,15.29,4.7,3.19,1.447158031,5.965,0,1.087,1,1
intrepid,808.667,0.94,8,1.505149978,11,3.65,1.93,1.462397998,6.434,0,-0.263,3,3
intricacy,1323.0,0.63,9,0.698970004,11.9,3.7,2,0.602059991,6.126,0,1.837,2,2
intricate,883.667,1,9,1.73239376,11.5,2.7,2.36,1.69019608,5.754,0,0.696,3,3
intrigue,758.0,0.94,8,1.892094603,10.68,3.25,2,1.86332286,6.583,0,0.046,1,1
intrigued,626.0,1,9,1.959041392,10.932111,3.5,1.85,1.939519253,6.639,1,-0.227,3,3
intriguing,532.0,0.93,10,2.117271296,10.31,3.65,1.59,2.08278537,6.146,0,0.715,1,1
intro,522.25,1,5,2.012837225,8.84,2.2,2.97,1.892094603,7.544,1,-0.865,4,4
introduce,707.0,0.94,9,3.248463718,8.21,3.3,2.62,3.125806458,6.494,0,0.052,3,3
introduction,717.667,0.97,12,2.340444115,8,3.45,3,2.278753601,7.262,0,-0.245,3,3
introductory,1053.5,0.97,12,1.255272505,9.56,4.55,2.43,1.230448921,6.42,0,0.394,2,2
introspect,697.5,0.94,10,0.301029996,12.25,3.5,1.92,0.301029996,6.236,0,-0.099,2,2
introspection,848.333,0.83,13,1,14.22,4,1.35,1,6.21,0,0.36,3,3
introspective,734.5,0.94,13,1.204119983,13.57,4.25,1.52,1.176091259,5.954,0,-0.072,2,2
introvert,824.0,0.91,9,0.602059991,12.41,3.35,2.25,0.477121255,6.408,0,0.32,2,2
intrude,868.0,0.97,7,2.113943352,9.44,2.4,2.81,2.075546961,6.338,0,0.132,4,4
intruder,562.0,0.97,8,2.271841607,10.68,2.6,4.14,2.089905111,6.342,2,-0.589,2,2
intrusion,784.5,0.88,9,2.10720997,10.24,2.9,2.25,2.037426498,6.48,0,-0.406,2,2
intrusive,830.0,1,9,1.505149978,13.31,3.1,1.42,1.397940009,6.083,0,-0.578,1,1
intuit,1542.5,0.34,6,0.301029996,12,2.75,,0.301029996,6.982,0,1.444,2,2
intuition,751.75,0.94,9,2.245512668,10.58,2.7,1.67,2.133538908,6.849,0,0.052,4,4
intuitive,826.0,0.82,9,1.740362689,12.74,2.95,1.23,1.698970004,6.821,0,-0.048,1,1
inure,851.0,0.24,5,0.301029996,15.67,1.85,,0.301029996,7.662,0,0.038,1,1
invade,685.75,1,6,2.195899652,9.39,2.1,3.28,2.113943352,6.83,0,-0.426,4,4
invader,657.0,1,7,1.462397998,11.33,2.5,4.11,1.176091259,7.176,2,-0.333,1,1
invalid,767.0,0.94,7,1.949390007,10.5,2.75,2.48,1.826074803,6.521,0,-0.291,2,2
invalidate,658.0,0.97,10,1.278753601,12.26,3.25,1.59,1.204119983,5.614,0,-0.704,1,1
invalidation,1682.0,0.9,12,0.301029996,14.06,3.5,1.83,0.301029996,5.977,0,4.381,1,1
invalidism,1657.0,0.61,10,0.301029996,13.56,4,,0.301029996,6.006,0,2.654,3,3
invaluable,882.5,0.94,10,1.826074803,11.71,3.35,2.18,1.799340549,5.524,0,0.756,4,4
invariable,1210.0,1,10,0.698970004,11.71,3.15,,0.698970004,5.564,1,0.251,2,2
invasion,870.667,1,8,2.638489257,9.33,2.6,3.65,2.376576957,6.861,0,-0.321,3,3
invasive,724.0,0.91,8,1.77815125,12.56,2.85,2.1,1.707570176,7.344,0,-0.095,1,1
invent,451.0,0.88,6,2.372912003,8.16,1.8,2.66,2.298853076,7.418,4,-1.142,2,2
invention,771.5,0.94,9,2.492760389,8.33,2.25,3.48,2.292256071,7.531,1,-0.28,2,2
inventive,1203.0,0.91,9,1.672097858,9.56,2.7,1.96,1.672097858,7.072,2,0.599,4,4
inventor,841.0,0.97,8,2.071882007,8,2.5,3.82,1.924279286,7.567,1,0.322,1,1
inventory,826.0,0.97,9,2.378397901,11.52,2.95,3.74,2.28780173,7.252,1,-0.006,2,2
inverse,776.0,0.91,7,1.176091259,14.58,2.2,2.27,1.146128036,6.795,0,-0.376,4,4
inversion,968.667,0.91,9,1.146128036,12.89,2.5,2.22,0.954242509,7.116,0,-0.094,3,3
invert,675.0,0.91,6,0.84509804,11.79,1.8,3.41,0.84509804,7.495,3,-0.826,3,3
invertebrate,1592.0,0.9,12,0.301029996,10.78,4.2,4,0.301029996,5.739,0,1.192,3,3
inverted,969.0,0.91,8,1.612783857,12.37,1.85,3.25,1.544068044,6.889,3,0.184,1,1
invest,858.0,0.97,6,2.383815366,12.53,1.7,2.47,2.285557309,7.004,5,-0.228,4,4
investigate,604.333,0.97,11,2.684845362,9,3.25,2.27,2.588831726,6.285,0,0.023,3,3
investigation,853.667,1,13,3.173768823,9.89,3.1,2.52,2.95230801,6.292,0,0.094,3,3
investigative,1660.5,1,13,1.919078092,10.68,3.75,2.03,1.857332496,6.43,0,1.765,2,2
investigator,846.5,1,12,2.494154594,9.32,3.4,4.37,2.276461804,6.782,0,0.079,4,4
investment,563.0,0.97,10,2.697229343,11.39,3.35,3.59,2.572871602,6.802,0,-0.567,1,1
investor,639.667,0.85,8,1.819543936,10.22,2.5,4.3,1.698970004,7.131,1,-0.766,3,3
invigorate,1290.5,0.82,10,0.602059991,11.56,3.55,1.96,0.602059991,6.224,0,0.812,2,2
invigorating,976.333,0.78,12,1.204119983,13.06,3.7,1.88,1.176091259,5.563,0,0.239,3,3
invincible,1479.0,0.97,10,2.190331698,10.5,3.7,1.86,2.056904851,5.723,1,2.181,4,4
inviolable,647.0,0.45,10,0.477121255,16.07,3.35,,0.477121255,5.774,0,-0.321,1,1
